INT ,INT ,ALPHA ,INT ,INT ,ALPHA ,ALPHA ,INT ,DD/MM/YY ,ALPHA ,REAL ,REAL ,ALPHA ,DD/MM/YY ,INT ,ALPHA ,INT ,ALPHA ,INT ,ALPHA ,INT ,ALPHA ,INT ,INT ,INT ,ALPHA ,INT ,DD/MM/YY ,INT ,INT ,ALPHA ,INT ,INT ,INT ,DD/MM/YY ,ALPHA ,INT ,DD/MM/YY ,INT ,INT ,DD/MM/YY ,ALPHA ,INT ,DD/MM/YY ,INT ,INT ,DD/MM/YY ,ALPHA ,INT ,DD/MM/YY ,INT ,INT ,DD/MM/YY ,ALPHA ,INT ,DD/MM/YY ,INT ,INT ,DD/MM/YY ,ALPHA ,INT ,DD/MM/YY ,INT ,INT ,DD/MM/YY ,ALPHA ,REAL ,REAL 
8880,42,Keitt,3,2,Medium,Conventional ,4,25/02/2015,0.0.0.0.1.0.1.0.2,10,NA,L,17/11/2014,15,V,NA,,NA,NA,NA,B,0,0,0,,0,,0,1,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,25/02/2015,B,0.5,5.51
8881,42,Keitt,3,2,Medium,Conventional ,4,25/02/2015,0.0.0.0.1.0.1.0.3,15,11.57,L,17/11/2014,15,V,NA,,NA,NA,NA,B,0,0,0,,0,,0,0,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,NA,NA,NA,NA
8882,42,Keitt,3,2,Medium,Conventional ,4,25/02/2015,0.0.0.0.1.0.1.0.3.0,17,11.52,A,7/01/2015,15,V,NA,,NA,NA,NA,B,4,1,3,A,0,,0,1,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,25/02/2015,T,13.0,6.73
8883,42,Keitt,3,2,Medium,Conventional ,4,25/02/2015,0.0.0.0.1.0.1.0.3.0.0,NA,NA,A,22/02/2015,15,V,NA,,NA,NA,NA,B,0,0,0,,0,,1,0,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,25/02/2015,C,,
8884,42,Keitt,3,2,Medium,Conventional ,5,13/04/2015,0.0.0.0.1.0.1.0.3.0.1,14,6.36,L,22/03/2015,15,V,NA,,NA,NA,NA,B,1,1,0,,0,,0,0,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,NA,NA,NA,NA
8891,42,Keitt,3,2,Medium,Conventional ,5,13/04/2015,0.0.0.0.1.0.1.0.3.0.2,19.5,7.29,L,22/03/2015,15,V,NA,,NA,NA,NA,B,1,1,0,,0,,0,0,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,NA,NA,NA,NA
8911,42,Keitt,3,2,Medium,Conventional ,5,13/04/2015,0.0.0.0.1.0.1.0.3.0.3,16,6.04,L,22/03/2015,15,V,NA,,NA,NA,NA,B,1,1,0,,0,,0,0,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,NA,NA,NA,NA
8920,42,Keitt,3,2,Medium,Conventional ,4,25/02/2015,0.0.0.0.1.0.1.0.4,12,9.25,L,17/11/2014,15,V,NA,,NA,NA,NA,B,2,1,1,,0,,0,0,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,NA,NA,NA,NA
8921,42,Keitt,3,2,Medium,Conventional ,4,25/02/2015,0.0.0.0.1.0.1.0.4.0,13,8.55,A,7/01/2015,15,V,NA,,NA,NA,NA,B,3,1,2,,0,,0,1,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,25/02/2015,T,11.0,4.31
8922,42,Keitt,3,2,Medium,Conventional ,4,25/02/2015,0.0.0.0.1.0.1.0.4.0.0,NA,NA,A,20/02/2015,15,V,NA,,NA,NA,NA,B,0,0,0,,0,,1,0,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,NA,NA,NA,NA
8923,42,Keitt,3,2,Medium,Conventional ,5,13/04/2015,0.0.0.0.1.0.1.0.4.0.1,14,7,L,,15,V,NA,,NA,NA,NA,B,1,1,0,,0,,0,0,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,NA,NA,NA,NA
8932,42,Keitt,3,2,Medium,Conventional ,5,13/04/2015,0.0.0.0.1.0.1.0.4.0.2,11,7.71,L,,15,V,NA,,NA,NA,NA,B,1,1,0,,0,,0,0,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,NA,NA,NA,NA
8939,42,Keitt,3,2,Medium,Conventional ,5,13/04/2015,0.0.0.0.1.0.1.0.5,5,4.17,L,22/03/2015,15,V,NA,,NA,NA,NA,B,1,1,0,,0,,0,1,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,27/01/2016,B,0.0,5.5
8941,42,Keitt,3,2,Medium,Conventional ,1,23/09/2014,0.0.0.0.1.1,16,NA,L,,14,V,NA,,NA,NA,NA,B,0,0,0,,0,,0,1,,1,1,1,11/08/2014,,1,11/09/2014,NA,NA,11/08/2014,,1,11/09/2014,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,25/02/2015,B,1,7.9
8942,42,Keitt,3,2,Medium,Conventional ,2,5/11/2014,0.0.0.0.1.2,21,19.42,L,,14,V,NA,,NA,NA,NA,B,4,1,3,W,0,,0,0,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,NA,NA,NA,NA
8943,42,Keitt,3,2,Medium,Conventional ,2,5/11/2014,0.0.0.0.1.2.0,2,NA,A,12/09/2014,15,V,NA,,NA,NA,NA,B,2,0,2,,0,,1,1,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,23/09/2014,C,,6.3
8944,42,Keitt,3,2,Medium,Conventional ,2,5/11/2014,0.0.0.0.1.2.0.1,NA,NA,L,,15,V,NA,,NA,NA,NA,B,0,0,0,,0,,1,1,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,16/12/2014,C,,
8945,42,Keitt,3,2,Medium,Conventional ,2,5/11/2014,0.0.0.0.1.2.0.2,NA,NA,L,,15,V,NA,,NA,NA,NA,B,0,0,0,,0,,1,1,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,16/12/2014,C,,
8946,42,Keitt,3,2,Medium,Conventional ,3,22/12/2014,0.0.0.0.1.2.1,25,15.93,L,,14,I,NA,,NA,NA,NA,B,1,1,0,,0,,0,0,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,NA,NA,NA,NA
8947,42,Keitt,3,2,Medium,Conventional ,4,25/02/2015,0.0.0.0.1.2.1.0,21,16.92,A,8/12/2014,15,V,NA,,NA,NA,NA,B,5,1,4,A,0,,0,1,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,25/02/2015,T,13.0,8.38
8948,42,Keitt,3,2,Medium,Conventional ,4,25/02/2015,0.0.0.0.1.2.1.0.0,NA,NA,A,8/02/2015,15,V,NA,,NA,NA,NA,B,0,0,0,,0,,1,1,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,25/02/2015,B,0.0,
8949,42,Keitt,3,2,Medium,Conventional ,5,13/04/2015,0.0.0.0.1.2.1.0.1,27,8.91,L,15/03/2015,15,V,NA,,NA,NA,NA,B,3,1,2,,0,,0,0,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,NA,NA,NA,NA
8975,42,Keitt,3,2,Medium,Conventional ,5,13/04/2015,0.0.0.0.1.2.1.0.2,24,8.02,L,15/03/2015,15,V,NA,,NA,NA,NA,B,1,1,0,,0,,0,0,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,NA,NA,NA,NA
8995,42,Keitt,3,2,Medium,Conventional ,5,13/04/2015,0.0.0.0.1.2.1.0.3,23,5.91,L,15/03/2015,15,V,NA,,NA,NA,NA,B,1,1,0,,0,,0,0,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,NA,NA,NA,NA
9008,42,Keitt,3,2,Medium,Conventional ,5,13/04/2015,0.0.0.0.1.2.1.0.4,21,6.81,L,15/03/2015,15,V,NA,,NA,NA,NA,B,1,1,0,,0,,0,0,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,NA,NA,NA,NA
9016,42,Keitt,3,2,Medium,Conventional ,3,22/12/2014,0.0.0.0.1.2.2,7,NA,L,22/11/2014,15,V,NA,,NA,NA,NA,B,0,0,0,,0,,1,1,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,22/12/2014,C,,3.5
9017,42,Keitt,3,2,Medium,Conventional ,3,22/12/2014,0.0.0.0.1.2.3,16,12.2,L,15/11/2014,15,V,NA,,NA,NA,NA,B,1,1,0,,0,,0,0,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,NA,NA,NA,NA
9018,42,Keitt,3,2,Medium,Conventional ,4,25/02/2015,0.0.0.0.1.2.3.0,20,11.34,A,8/12/2014,15,V,NA,,NA,NA,NA,B,4,1,3,,0,,0,1,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,25/02/2015,T,16.0,7.0
9019,42,Keitt,3,2,Medium,Conventional ,4,25/02/2015,0.0.0.0.1.2.3.0.0,NA,NA,A,22/02/2015,15,V,NA,,NA,NA,NA,B,0,0,0,,0,,0,0,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,NA,NA,NA,NA
9020,42,Keitt,3,2,Medium,Conventional ,5,13/04/2015,0.0.0.0.1.2.3.0.1,25,8.43,L,22/03/2015,15,V,NA,,NA,NA,NA,B,1,1,0,,0,,0,0,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,NA,NA,NA,NA
9033,42,Keitt,3,2,Medium,Conventional ,5,13/04/2015,0.0.0.0.1.2.3.0.2,24,7.34,L,22/03/2015,15,V,NA,,NA,NA,NA,B,1,1,0,,0,,0,0,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,NA,NA,NA,NA
9039,42,Keitt,3,2,Medium,Conventional ,5,13/04/2015,0.0.0.0.1.2.3.0.3,12.5,4.85,L,22/03/2015,15,V,NA,,NA,NA,NA,B,1,1,0,,0,,0,0,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,NA,NA,NA,NA
9043,42,Keitt,3,2,Medium,Conventional ,1,23/09/2014,0.0.0.0.2,14,10.94,L,,14,V,NA,,NA,NA,NA,B,3,1,2,,0,,0,0,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,NA,NA,NA,NA
9044,42,Keitt,3,2,Medium,Conventional ,1,23/09/2014,0.0.0.0.2.0,4,NA,A,,14,V,NA,,NA,NA,NA,B,1,0,1,,0,,0,1,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,25/02/2015,B,6,7.9
9045,42,Keitt,3,2,Medium,Conventional ,1,23/09/2014,0.0.0.0.2.0.1,17,NA,L,1/09/2014,15,V,NA,,NA,NA,NA,B,0,0,0,,0,,0,1,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,13/11/2014,T,0.5,5.5
9046,42,Keitt,3,2,Medium,Conventional ,4,25/02/2015,0.0.0.0.2.1,7,9.32,L,12/10/2014,15,V,NA,,NA,NA,NA,B,1,1,0,,0,,0,0,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,NA,NA,NA,NA
9047,42,Keitt,3,2,Medium,Conventional ,4,25/02/2015,0.0.0.0.2.1.0,10,9.23,A,22/11/2014,15,V,NA,,NA,NA,NA,B,4,1,3,,0,,0,1,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,25/02/2015,T,9.0,8.1
9048,42,Keitt,3,2,Medium,Conventional ,4,25/02/2015,0.0.0.0.2.1.0.0,16.5,5.39,A,14/12/2014,15,V,NA,,NA,NA,NA,B,1,1,0,,0,,1,1,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,25/02/2015,C,,
9049,42,Keitt,3,2,Medium,Conventional ,4,25/02/2015,0.0.0.0.2.1.0.0.0,NA,NA,A,22/02/2015,15,V,NA,,NA,NA,NA,B,0,0,0,,0,,0,0,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,NA,NA,NA,NA
9050,42,Keitt,3,2,Medium,Conventional ,5,13/04/2015,0.0.0.0.2.1.0.1,10,5.39,L,22/03/2015,15,V,NA,,NA,NA,NA,B,1,0,1,,0,,0,1,W,1,1,0,10/08/2015,MI,1,16/10/2015,0,0,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,NA,NA,NA,NA
9052,42,Keitt,3,2,Medium,Conventional ,5,13/04/2015,0.0.0.0.2.1.0.2,12,5.3,L,22/03/2015,15,V,NA,,NA,NA,NA,B,1,1,0,,0,,0,0,,1,1,0,3/08/2015,MI,1,16/10/2015,0,0,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,NA,NA,NA,NA
9054,42,Keitt,3,2,Medium,Conventional ,5,13/04/2015,0.0.0.0.2.1.0.3,10.5,4.94,L,22/03/2015,15,V,NA,,NA,NA,NA,B,1,0,1,,0,,0,1,W,1,1,0,10/08/2015,MI,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,NA,NA,NA,NA
9060,42,Keitt,3,2,Medium,Conventional ,3,16/12/2014,0.0.0.0.2.2,NA,NA,L,22/10/2014,15,V,NA,,NA,NA,NA,B,0,0,0,,0,,0,1,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,13/11/2014,B,,6.8
9061,42,Keitt,3,2,Medium,Conventional ,1,23/09/2014,0.0.0.0.3,11,16.31,L,,14,V,NA,,NA,NA,NA,B,3,1,2,,0,,0,0,,1,0,1,,,,,NA,NA,11/08/2014,,1,11/09/2014,0,0,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,NA,NA,NA,NA
9062,42,Keitt,3,2,Medium,Conventional ,1,23/09/2014,0.0.0.0.3.0,7.5,12.13,A,,14,V,NA,,NA,NA,NA,B,1,0,1,,0,,0,1,,1,0,2,,,,,NA,NA,11/08/2014,,1,11/09/2014,0,0,11/08/2014,,1,11/09/2014,0,0,,,,,,NA,,,NA,,NA,NA,11/04/2014,B,2.5,9.4
9063,42,Keitt,3,2,Medium,Conventional ,4,25/02/2015,0.0.0.0.3.0.1,8,9.23,L,12/11/2014,15,V,NA,,NA,NA,NA,B,1,1,0,,0,,0,0,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,NA,NA,NA,NA
9064,42,Keitt,3,2,Medium,Conventional ,4,25/02/2015,0.0.0.0.3.0.1.0,14,7.98,A,14/12/2014,15,V,NA,,NA,NA,NA,B,2,1,1,,0,,0,1,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,25/02/2015,T,15.0,6.2
9065,42,Keitt,3,2,Medium,Conventional ,4,25/02/2015,0.0.0.0.3.0.1.0.0,12,NA,A,28/01/2015,15,V,NA,,NA,NA,NA,B,0,0,0,,0,,0,0,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,NA,NA,NA,NA
9066,42,Keitt,3,2,Medium,Conventional ,5,13/04/2015,0.0.0.0.3.0.1.0.1,8,9.06,L,18/03/2015,15,V,NA,,NA,NA,NA,B,5,0,5,,0,,0,0,,1,1,0,3/08/2015,MI,1,16/10/2015,1,2,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,NA,NA,NA,NA
9086,42,Keitt,3,2,Medium,Conventional ,3,22/12/2014,0.0.0.0.3.1,11,11.57,L,15/10/2014,15,V,NA,,NA,NA,NA,B,1,1,0,,0,,0,0,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,NA,NA,NA,NA
9087,42,Keitt,3,2,Medium,Conventional ,4,25/02/2015,0.0.0.0.3.1.0,20,10.71,A,14/11/2014,15,V,NA,,NA,NA,NA,B,4,1,3,,0,,0,1,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,25/02/2015,T,18.0,7.2
9088,42,Keitt,3,2,Medium,Conventional ,4,25/02/2015,0.0.0.0.3.1.0.0,12,NA,A,28/01/2015,15,V,NA,,NA,NA,NA,B,0,0,0,,0,,0,0,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,NA,NA,NA,NA
9089,42,Keitt,3,2,Medium,Conventional ,5,13/04/2015,0.0.0.0.3.1.0.1,15,6.86,L,15/03/2015,15,V,NA,,NA,NA,NA,B,3,0,3,,0,,0,0,,1,1,0,16/08/2015,MV,1,16/10/2015,1,2,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,NA,NA,NA,NA
9101,42,Keitt,3,2,Medium,Conventional ,5,13/04/2015,0.0.0.0.3.1.0.2,16,7.14,L,15/03/2015,15,V,NA,,NA,NA,NA,B,3,0,3,,0,,0,0,,1,1,0,3/08/2015,MV,1,16/10/2015,1,1,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,NA,NA,NA,NA
9117,42,Keitt,3,2,Medium,Conventional ,5,13/04/2015,0.0.0.0.3.1.0.3,19,6.36,L,15/03/2015,15,V,NA,,NA,NA,NA,B,4,0,4,,0,,0,0,,1,1,0,24/08/2015,MI,1,16/10/2015,0,0,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,NA,NA,NA,NA
9135,42,Keitt,3,2,Medium,Conventional ,5,16/04/2015,0.0.0.0.3.2,3.5,7.14,L,2/02/2015,15,V,NA,,NA,NA,NA,B,1,1,0,,0,,0,0,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,NA,NA,NA,NA
9136,42,Keitt,3,2,Medium,Conventional ,5,13/04/2015,0.0.0.0.3.2.0,13,6.55,A,8/03/2015,15,V,NA,,NA,NA,NA,B,2,0,2,,0,,0,0,,1,1,0,1/09/2015,MV,1,16/10/2015,0,0,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,NA,NA,NA,NA
